Location,Permission,Fishing_Ground,Facilitated.by,Dive_Site,Transect,lat,lon,aca_geomorphology,slope_mean_2020_bio_oracle_3,terrain_ruggedness_index_2020_bio_oracle_3,topographic_position_index_2020_bio_oracle_3,DESIG,ADOPT_2024,Median..year.,Timescale..years.,NO_TAKE,NO_TK_AREA,STATUS_YR,Geomorphology,OBJECTI,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,Region,is_bcu,grv_NC_,pp_cnt_,nm_prt_,rf_vl_r,sdmnt_r,ntrnt_r,score,scoreth,scorpfc,scoretr,scorecn,scorecy,biomass_kg,biomass_kg_ha,abundance_ind_250m2,FRic,FEve,FDiv,FDis,RaoQ,Year,dhw_max_6_year_max,dhw_max_6_year_mean,sst_mean_6_year_mean,sst_median_6_year_mean,sst_q90_6_year_mean,sst_sd_6_year_mean,andrello_sediments,closest_ID,closest_Lat,closest_Lon,Grav_tot,cryptoBRout,crypto5BRout,crypto15BRout,pareBRout,pare5BRout,pare15BRout,residBRout,resid15BRout,resid35BRout,transiBRout,transi15BRout,transi35BRout,cryptoBROF,crypto5BROF,crypto15BROF,pareBROF,pare5BROF,pare15BROF,residBROF,resid15BROF,resid35BROF,transiBROF,transi15BROF,transi35BROF,cryptoBRbtw,crypto5BRbtw,crypto15BRbtw,pareBRbtw,pare5BRbtw,pare15BRbtw,residBRbtw,resid15BRbtw,resid35BRbtw,transiBRbtw,transi15BRbtw,transi35BRbtw,cryptoBRin,crypto5BRin,crypto15BRin,pareBRin,pare5BRin,pare15BRin,residBRin,resid15BRin,resid35BRin,transiBRin,transi15BRin,transi35BRin,cryptoBRIF,crypto5BRIF,crypto15BRIF,pareBRIF,pare5BRIF,pare15BRIF,residBRIF,resid15BRIF,resid35BRIF,transiBRIF,transi15BRIF,transi35BRIF,cryptoLR,crypto5LR,crypto15LR,pare5LR,pare15LR,pareLR,transiLR,transi15LR,transi35LR,residLR,resid15LR,resid35LR
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,Lupes,KAD_LUPE_Transect 3,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,5.226710936,209.0684374,198,3.04E-15,0.668060941,0.965686746,0.180328931,0.03748289,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,34.568253,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,Lupes,KAD_LUPE_Transect 4,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,10.70393321,428.1573285,385,1.67E-13,0.76586264,0.885079525,0.080437651,0.015684574,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,34.568253,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,Lupes,KAD_LUPE_Transect 5,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.006230444,240.2492177,169,1.73E-13,0.731955412,0.918594401,0.200371595,0.043925706,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,34.568253,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 2,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.81558214,232.6232856,72,8.91E-17,0.729933248,0.91910555,0.190878759,0.039084086,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 3,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.65314248,626.1256993,150,2.52E-16,0.653629687,0.910395062,0.167935984,0.031723517,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 4,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.10800862,604.3203449,142,6.63E-16,0.722906745,0.936045498,0.159100122,0.029492113,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 5,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.035650028,201.4260011,55,1.53E-20,0.677064192,0.921122849,0.134839445,0.022433197,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 6,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,9.613782171,384.5512868,115,8.30E-17,0.617209785,0.934195045,0.177316419,0.032614695,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Narikoso,KAD_OnoBack_Transect 1,-18.9158333,178.5330556,Back Reef Slope,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Inner Reef Flat,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.003732314,160.1492925,81,4.25E-19,0.681201014,0.971573968,0.165648774,0.028361533,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,26.442694,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Narikoso,KAD_OnoBack_Transect 2,-18.9158333,178.5330556,Back Reef Slope,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Inner Reef Flat,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.665088164,186.6035265,87,2.46E-16,0.713884081,0.90975942,0.170405037,0.031046519,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,26.442694,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Narikoso,KAD_OnoBack_Transect 3,-18.9158333,178.5330556,Back Reef Slope,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Inner Reef Flat,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.288524655,171.5409862,96,9.96E-16,0.704830783,0.908772131,0.173830028,0.034239275,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,26.442694,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Narikoso,KAD_OnoBack_Transect 4,-18.9158333,178.5330556,Back Reef Slope,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Inner Reef Flat,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,1.707255515,68.2902206,63,7.24E-18,0.691522452,0.945291861,0.206875448,0.046354501,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,26.442694,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Narikoso,KAD_OnoBack_Transect 5,-18.9158333,178.5330556,Back Reef Slope,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Inner Reef Flat,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.466886415,178.6754566,86,6.95E-16,0.600355228,0.90140806,0.182527317,0.037278172,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,26.442694,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 1,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,5.503267895,220.1307158,180,8.18E-14,0.612007761,0.889932226,0.176643483,0.03661134,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 2,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.323436178,252.9374471,196,3.79E-13,0.74604822,0.883594456,0.169003185,0.037011879,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 3,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.753424626,190.136985,113,4.02E-14,0.700159195,0.946711592,0.211656734,0.04901461,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 4,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.327020976,173.0808391,89,1.09E-12,0.777255956,0.921184186,0.20744978,0.050039598,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Nukuvou,Kadavu 2,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 5,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,17.60703188,704.2812751,104,2.05E-12,0.716325178,0.896546928,0.237592379,0.064839419,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso1,KAD_SO1_Transect 1,-19.050175,178.2953433,Outer Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,4.56,2005,Inner Reef Flat,49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,Sediments,Melanesia,non-refugia,0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,8.687954824,347.518193,143,5.10E-14,0.625306756,0.920689494,0.172749275,0.032093651,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,35.152096,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso1,KAD_SO1_Transect 2,-19.050175,178.2953433,Outer Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,4.56,2005,Inner Reef Flat,49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,Sediments,Melanesia,non-refugia,0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,6.902819488,276.1127795,90,1.05E-13,0.74132604,0.906634786,0.172434704,0.033556109,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,35.152096,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso1,KAD_SO1_Transect 3,-19.050175,178.2953433,Outer Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,4.56,2005,Inner Reef Flat,49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,Sediments,Melanesia,non-refugia,0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,3.573927032,142.9570813,92,2.85E-16,0.700011495,0.924660465,0.217873935,0.051143957,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,35.152096,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso1,KAD_SO1_Transect 4,-19.050175,178.2953433,Outer Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,4.56,2005,Inner Reef Flat,49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,Sediments,Melanesia,non-refugia,0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,5.924927057,236.9970823,130,1.56E-16,0.653948836,0.953655102,0.220535323,0.051464975,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,35.152096,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso2,KAD_SO2_Transect 1,-19.05842,178.30866,Inner Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,1.39,2004,Inner Reef Flat,49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,Tourism,Melanesia,non-refugia,0.546164877,684.8199158,0,34,30.43134689,7.06E-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,2.49735704,99.89428159,92,1.39E-18,0.595984598,0.907808424,0.102095193,0.017641539,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,34.170807,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
