Location,Permission,Fishing_Ground,Facilitated.by,Dive_Site,Transect,Median_Depth,lat,lon,aca_geomorphology,slope_mean_2020_bio_oracle_3,terrain_ruggedness_index_2020_bio_oracle_3,topographic_position_index_2020_bio_oracle_3,DESIG,ADOPT_2024,Median..year.,Timescale..years.,NO_TAKE,NO_TK_AREA,STATUS_YR,Geomorphology,OBJECTI,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,Region,is_bcu,grv_NC_,pp_cnt_,nm_prt_,rf_vl_r,sdmnt_r,ntrnt_r,score,scoreth,scorpfc,scoretr,scorecn,scorecy,biomass_kg,biomass_kg_ha,abundance_ind_250m2,FRic,FEve,FDiv,FDis,RaoQ,Year,dhw_max_6_year_max,dhw_max_6_year_mean,sst_mean_6_year_mean,sst_median_6_year_mean,sst_q90_6_year_mean,sst_sd_6_year_mean,andrello_sediments,closest_ID,closest_Lat,closest_Lon,Grav_tot,cryptoBRout,crypto5BRout,crypto15BRout,pareBRout,pare5BRout,pare15BRout,residBRout,resid15BRout,resid35BRout,transiBRout,transi15BRout,transi35BRout,cryptoBROF,crypto5BROF,crypto15BROF,pareBROF,pare5BROF,pare15BROF,residBROF,resid15BROF,resid35BROF,transiBROF,transi15BROF,transi35BROF,cryptoBRbtw,crypto5BRbtw,crypto15BRbtw,pareBRbtw,pare5BRbtw,pare15BRbtw,residBRbtw,resid15BRbtw,resid35BRbtw,transiBRbtw,transi15BRbtw,transi35BRbtw,cryptoBRin,crypto5BRin,crypto15BRin,pareBRin,pare5BRin,pare15BRin,residBRin,resid15BRin,resid35BRin,transiBRin,transi15BRin,transi35BRin,cryptoBRIF,crypto5BRIF,crypto15BRIF,pareBRIF,pare5BRIF,pare15BRIF,residBRIF,resid15BRIF,resid35BRIF,transiBRIF,transi15BRIF,transi35BRIF,cryptoLR,crypto5LR,crypto15LR,pare5LR,pare15LR,pareLR,transiLR,transi15LR,transi35LR,residLR,resid15LR,resid35LR,sp_richn,fdis,feve,fric,fdiv,fori,fspe
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 2,11,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.81558214,232.6232856,72,8.91e-17,0.729933248,0.91910555,0.190878759,0.039084086,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2,18,0.305371247,0.400801,0.05580546,0.692713417,0.039041963,0.370888423
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 3,6.5,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.65314248,626.1256993,150,2.52e-16,0.653629687,0.910395062,0.167935984,0.031723517,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2,25,0.244075309,0.378103,0.01938125,0.954732803,0.033656034,0.347689479
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 4,6.5,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.10800862,604.3203449,142,6.63e-16,0.722906745,0.936045498,0.159100122,0.029492113,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2,27,0.272909936,0.307607,0.025253837,0.943505709,0.057265612,0.347220079
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 5,3,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.035650028,201.4260011,55,1.53e-20,0.677064192,0.921122849,0.134839445,0.022433197,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2,18,0.229306941,0.463059,0.009912281,0.859763093,0.050085973,0.333898605
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Maidive,KAD_MaiDive_Transect 6,3,-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,Sediments,Melanesia,non-refugia,0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,9.613782171,384.5512868,115,8.3e-17,0.617209785,0.934195045,0.177316419,0.032614695,2024,7.6854501,4.20643,27.2533,27.2232,28.937901,1.2875299,28.426659,V9848,-18.98,178.44,0,86,93,27,80,62,109,80,162,98,33,76,27,1340,3057,1518,2316,2210,1350,1790,1752,304,1170,1830,856,1913.859851,8643.099576,389,466.51872,5921.125399,905.341898,521.7194439,7439.157003,37792.17725,15.08333333,569.7405981,1288.636515,12,46,9,14,29,35,14,47,33,1,13,5,85,1511,509,384,1312,576,260,538,164,15,459,136,0,27,90,22,15,28,0,27,8,20,29,2,21,0.249016499,0.454006,0.021333238,0.873527116,0.029368594,0.343719353
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 1,11,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,5.503267895,220.1307158,180,8.18e-14,0.612007761,0.889932226,0.176643483,0.03661134,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,27,0.459419099,0.396578,0.08211041,0.842463637,0.043869873,0.382135969
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 2,11,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.323436178,252.9374471,196,3.79e-13,0.74604822,0.883594456,0.169003185,0.037011879,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,32,0.512748347,0.538554,0.124276885,0.881901332,0.038934159,0.431462212
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 3,9,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.753424626,190.136985,113,4.02e-14,0.700159195,0.946711592,0.211656734,0.04901461,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,32,0.49683567,0.483911,0.069077435,0.883495194,0.039306058,0.408426921
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 4,9,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.327020976,173.0808391,89,1.09e-12,0.777255956,0.921184186,0.20744978,0.050039598,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,28,0.523365977,0.529941,0.118453846,0.805996199,0.063732294,0.421948973
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,RobertsReef,KAD_ROB_Transect 5,7.5,-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,17.60703188,704.2812751,104,2.05e-12,0.716325178,0.896546928,0.237592379,0.064839419,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,32,0.649985876,0.528426,0.141009772,0.955539388,0.069082198,0.710966238
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 1,10,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.461593654,178.4637461,133,2.5e-12,0.65928515,0.914395594,0.176239254,0.039679347,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0,28,0.581252584,0.461898,0.091424962,0.853470543,0.026447596,0.47751469
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 2,10,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,9.730166087,389.2066435,127,1.18e-11,0.695312823,0.906078575,0.252595553,0.068960844,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0,36,0.708852012,0.417454,0.153580559,0.853817779,0.038299993,0.559146267
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 3,4.5,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,8.90542422,356.2169688,286,4.69e-12,0.605922627,0.89554106,0.187268496,0.038707559,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0,44,0.413598647,0.505374,0.082284426,0.862891062,0.028489605,0.380830114
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 4,4.5,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.213938942,168.5575577,82,1.04e-15,0.665766543,0.909901678,0.196211477,0.041736019,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0,19,0.287591176,0.511094,0.024955792,0.803013963,0.033050068,0.370955525
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 5,4.5,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,10.55970489,422.3881955,145,1.78e-13,0.65259036,0.899415655,0.183168604,0.036905844,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0,31,0.378358264,0.353032,0.069215064,0.791452544,0.03041769,0.379049702
Kadavu,Ono,Kadavu_Ono,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 6,3,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,5.827875272,233.1150109,165,8.94e-13,0.696200605,0.951824536,0.201891131,0.046983263,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0,31,0.387321865,0.301028,0.104474798,0.749539362,0.040327496,0.355721698
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 1,6,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,6.054761759,242.1904704,167,6.61e-13,0.675031084,0.777468038,0.167026239,0.03812365,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0,34,0.612539445,0.389412,0.195587405,0.782737609,0.099348781,0.468659949
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 2,6,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,15.70664709,628.2658834,173,5.7e-12,0.6633922,0.886850465,0.270805568,0.085199584,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0,34,0.749931932,0.480928,0.193287119,0.827567704,0.212314462,0.665937521
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 3,2.5,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.90819847,196.3279388,146,1.59e-15,0.64500721,0.937747925,0.209437964,0.04663965,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0,25,0.424250253,0.576215,0.021163371,0.680158484,0.039889107,0.354410737
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 4,2.5,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,7.471324994,298.8529998,124,2.92e-14,0.649199,0.816686669,0.157282364,0.029484386,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0,32,0.364732477,0.390981,0.024663172,0.78121151,0.036369388,0.334786445
Yasawa,Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 1,3,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,,Sheltered Reef Slope,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,10.32615019,413.0460077,482,7.96e-13,0.53042349,0.838582263,0.135104458,0.025940894,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,114.89727,V9942,-17.3,177.16,11,38,68,16,26,35,58,26,83,36,0,13,0,505,3073,861,808,2438,1581,720,1004,129,0,324,0,128439.2215,1022.51302,5358.466667,6728.134268,4350.923264,2869.418449,1227.375846,25343.28577,23552.07202,0,45.41280889,0,72,91,31,50,74,109,50,142,86,24,77,38,855,3182,1721,1368,2640,2268,920,1887,230,615,1767,488,0,15,50,34,60,0,0,0,0,0,23,0,36,0.409265569,0.370706,0.123454073,0.923478678,0.016347242,0.528038744
Yasawa,Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 2,3,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,,Sheltered Reef Slope,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,4.916714197,196.6685679,347,4.04e-15,0.588729493,0.884569152,0.157991011,0.027940595,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,114.89727,V9942,-17.3,177.16,11,38,68,16,26,35,58,26,83,36,0,13,0,505,3073,861,808,2438,1581,720,1004,129,0,324,0,128439.2215,1022.51302,5358.466667,6728.134268,4350.923264,2869.418449,1227.375846,25343.28577,23552.07202,0,45.41280889,0,72,91,31,50,74,109,50,142,86,24,77,38,855,3182,1721,1368,2640,2268,920,1887,230,615,1767,488,0,15,50,34,60,0,0,0,0,0,23,0,34,0.507712126,0.462491,0.023496539,0.909553003,0.026615973,0.419151878
