"Location","Permission","Facilitated.by","Dive_Site","Fishing.Grounds","Transect","lat","lon","aca_geomorphology","slope_mean_2020_bio_oracle_3","terrain_ruggedness_index_2020_bio_oracle_3","topographic_position_index_2020_bio_oracle_3","DESIG","ADOPT_2024","NO_TAKE","NO_TK_AREA","STATUS_YR","Geomorphology","OBJECTI","grav_NC","pop_cnt","nm_prts","reef_vl","sedimnt","nutrint","cml_scr","tp_thrt","Region","is_bcu","grv_NC_","pp_cnt_","nm_prt_","rf_vl_r","sdmnt_r","ntrnt_r","score","scoreth","scorpfc","scoretr","scorecn","scorecy","biomass_kg","biomass_kg_ha","abundance_ind_250m2","FRic","FEve","FDiv","FDis","RaoQ","Sizec"
"Kadavu","Soso","FLMMA/Matava","Soso1","Kadavu 3","KAD_SO1_Transect 3",-19.050175,178.2953433,"Outer Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",4.56,"2005","Inner Reef Flat",49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,"Sediments","Melanesia","non-refugia",0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,3.57392703161559,142.957081264624,92,1.38625865872112e-12,0.736541526707158,0.931489304600936,0.3568826878042,0.133155634385279,21.8245321461435
"Kadavu","Soso","FLMMA/Matava","Soso1","Kadavu 3","KAD_SO1_Transect 4",-19.050175,178.2953433,"Outer Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",4.56,"2005","Inner Reef Flat",49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,"Sediments","Melanesia","non-refugia",0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,5.92492705653731,236.997082261492,130,5.24284806423447e-14,0.676139709818033,0.947076566707155,0.362365304728549,0.135178182790979,24.138941396205
"Kadavu","Soso","FLMMA/Matava","Soso2","Kadavu 3","KAD_SO2_Transect 1",-19.05842,178.30866,"Inner Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",1.39,"2004","Inner Reef Flat",49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,"Tourism","Melanesia","non-refugia",0.546164877,684.8199158,0,34,30.43134689,7.06e-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,2.49735703986599,99.8942815946394,92,7.56135135259668e-15,0.569492329403917,0.96172183723701,0.225102516269306,0.0717091623245809,13.4214623033383
"Kadavu","Soso","FLMMA/Matava","Soso2","Kadavu 3","KAD_SO2_Transect 2",-19.05842,178.30866,"Inner Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",1.39,"2004","Inner Reef Flat",49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,"Tourism","Melanesia","non-refugia",0.546164877,684.8199158,0,34,30.43134689,7.06e-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,0.929459300320486,37.1783720128194,87,4.69950075723681e-16,0.659849579667933,0.955297562214054,0.20559449420911,0.0627441947488929,12.5931290953851
"Kadavu","Soso","FLMMA/Matava","Soso2","Kadavu 3","KAD_SO2_Transect 3",-19.05842,178.30866,"Inner Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",1.39,"2004","Inner Reef Flat",49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,"Tourism","Melanesia","non-refugia",0.546164877,684.8199158,0,34,30.43134689,7.06e-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,3.07180344271178,122.872137708471,93,3.5974352019951e-15,0.701562212926028,0.944505204584608,0.246508920844264,0.0766186145737858,17.7844329581522
"Kadavu","Soso","FLMMA/Matava","Soso2","Kadavu 3","KAD_SO2_Transect 4",-19.05842,178.30866,"Inner Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",1.39,"2004","Inner Reef Flat",49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,"Tourism","Melanesia","non-refugia",0.546164877,684.8199158,0,34,30.43134689,7.06e-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,2.14009444770386,85.6037779081544,96,1.65454505766321e-14,0.625648858911012,0.90460867551807,0.24076229949754,0.0778970539629372,14.6073978548934
"Kadavu","Ono","FLMMA/Kokomo","Vurro","Kadavu 1","KAD_VURRO_Transect 1",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.46159365368578,178.463746147431,133,1.96924321330116e-09,0.704517707405582,0.930880229123044,0.306709555074016,0.110497975109986,16.3314808873161
"Kadavu","Ono","FLMMA/Kokomo","Vurro","Kadavu 1","KAD_VURRO_Transect 2",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,9.73016608745757,389.206643498303,127,1.10263185793169e-09,0.730142074779113,0.93074222469799,0.386493555011836,0.152494361841763,25.6273877969793
"Kadavu","Ono","FLMMA/Kokomo","Vurro","Kadavu 1","KAD_VURRO_Transect 3",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,8.90542421986367,356.216968794547,286,1.64212790045483e-09,0.61798662860496,0.915763620207283,0.325482993177675,0.115230519024009,18.0310318972505
"Kadavu","Ono","FLMMA/Kokomo","Vurro","Kadavu 1","KAD_VURRO_Transect 4",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.21393894193889,168.557557677556,82,8.49502808833273e-14,0.695215881816237,0.901471876949756,0.349470291915352,0.128225632556095,20.9295147153499
"Kadavu","Ono","FLMMA/Kokomo","Vurro","Kadavu 1","KAD_VURRO_Transect 5",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,10.5597048873126,422.388195492506,145,8.69514081968825e-11,0.72123735460513,0.911277020598169,0.345483767212564,0.125049920285206,25.9611849020525
"Kadavu","Ono","FLMMA/Kokomo","Vurro","Kadavu 1","KAD_VURRO_Transect 6",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,5.82787527166399,233.11501086656,165,4.00070690667795e-10,0.702073351659407,0.933074375895678,0.326677936686561,0.118314681511971,16.3367309684897
"Yasawa","Kuata","Barefoot Manta","KuataBack","Namara","KUA_Back_Transect 1",-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,6.05476175894837,242.190470357935,167,1.0376684849012e-09,0.662671523942468,0.852328389936203,0.292360537595452,0.10357696622222,14.6790980201502
"Yasawa","Kuata","Barefoot Manta","KuataBack","Namara","KUA_Back_Transect 2",-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,15.7066470861352,628.265883445408,173,7.86977296317007e-10,0.646950316168481,0.891945523727823,0.370402710331754,0.150064460615661,19.6985367163784
"Yasawa","Kuata","Barefoot Manta","KuataBack","Namara","KUA_Back_Transect 3",-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.90819846998846,196.327938799538,146,4.17157351120872e-13,0.638522128462578,0.944781638810688,0.320271049154153,0.107625420709249,15.6022504550413
"Yasawa","Kuata","Barefoot Manta","KuataBack","Namara","KUA_Back_Transect 4",-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,7.4713249941617,298.852999766468,124,1.76297185879933e-11,0.674888226395373,0.865866611174343,0.281031325904319,0.0915360304991375,21.1206555839199
"Yasawa","Kuata","Barefoot Manta","KuataGoat","Namara","KUA_GOAT_Transect 1",-17.33537481,177.1509809,"Deep Lagoon",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"","Deep Lagoon",47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,"Sediments","Melanesia","non-refugia",0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,10.3261501926973,413.046007707893,482,1.1269456914096e-09,0.570583381342044,0.878294211286277,0.255877982734248,0.0813860933693872,12.3463773973863
"Yasawa","Kuata","Barefoot Manta","KuataGoat","Namara","KUA_GOAT_Transect 2",-17.33537481,177.1509809,"Deep Lagoon",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"","Deep Lagoon",47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,"Sediments","Melanesia","non-refugia",0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,4.91671419742165,196.668567896866,347,7.94749939299712e-11,0.571289982200875,0.912683365539003,0.279006803396139,0.0887091109159208,11.2545201071079
"Yasawa","Kuata","Barefoot Manta","KuataGoat","Namara","KUA_GOAT_Transect 3",-17.33537481,177.1509809,"Deep Lagoon",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"","Deep Lagoon",47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,"Sediments","Melanesia","non-refugia",0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,4.85952894727389,194.381157890956,331,6.79480528974337e-10,0.698515609010777,0.92809425152328,0.32540627310798,0.121731308427286,12.5590669986479
"Yasawa","Kuata","Barefoot Manta","KuataGoat","Namara","KUA_GOAT_Transect 4",-17.33537481,177.1509809,"Deep Lagoon",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"","Deep Lagoon",47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,"Sediments","Melanesia","non-refugia",0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,7.78096098097803,311.238439239121,416,2.26751062999871e-10,0.68314280155825,0.967572197950801,0.27242760945993,0.0915728200108288,11.7061811212872
"Yasawa","Kuata","Barefoot Manta","KuataMPA","Namara","KUA_MPA_Transect 1",-17.36183827,177.1359799,"Terrestrial Reef Flat",0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.87667737876742,195.067095150697,129,4.40059610589845e-12,0.657061637835875,0.977578088892405,0.275595062411107,0.0999559918393736,15.8499676246805
"Yasawa","Kuata","Barefoot Manta","KuataMPA","Namara","KUA_MPA_Transect 2",-17.36183827,177.1359799,"Terrestrial Reef Flat",0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.67410615406715,186.964246162686,67,6.70363994994475e-14,0.675562130213404,0.850836651143987,0.260240856216164,0.0819931545635436,20.377782764536
"Yasawa","Kuata","Barefoot Manta","KuataMPA","Namara","KUA_MPA_Transect 3",-17.36183827,177.1359799,"Terrestrial Reef Flat",0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,7.57677653297046,303.071061318818,135,6.1729723085444e-12,0.75799172128213,0.927682677245971,0.329583816631553,0.115716067351037,17.4347649608747
"Yasawa","Kuata","Barefoot Manta","KuataMPA","Namara","KUA_MPA_Transect 4",-17.36183827,177.1359799,"Terrestrial Reef Flat",0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,7.3872062098216,295.488248392864,101,5.10735221370287e-13,0.762336690642236,0.933848926111335,0.356174514417551,0.130206602032653,20.4532539555097
"Yasawa","Kuata","Barefoot Manta","KuataMPA","Namara","KUA_MPA_Transect 5",-17.36183827,177.1359799,"Terrestrial Reef Flat",0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.63184197039704,185.273678815881,161,2.8713981753607e-10,0.753241956734485,0.946659400440313,0.349488405314115,0.128191062502852,17.6410329827759
"Yasawa","Kuata","Barefoot Manta","KuataNonMPA","Namara","KUA_noMPA_Transect 1",-17.3660347,177.1399643,"Terrestrial Reef Flat",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,1.69162262582131,67.6649050328523,57,2.85932409267946e-12,0.773362802338462,0.930210780756314,0.325454362328885,0.114455758537846,15.5736194527089
"Yasawa","Kuata","Barefoot Manta","KuataNonMPA","Namara","KUA_noMPA_Transect 2",-17.3660347,177.1399643,"Terrestrial Reef Flat",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,1.2718963984927,50.8758559397079,62,6.19460628121449e-14,0.722413132844161,0.886767449910784,0.277985090273979,0.0913651953825738,15.1396296811151
"Yasawa","Kuata","Barefoot Manta","KuataNonMPA","Namara","KUA_noMPA_Transect 3",-17.3660347,177.1399643,"Terrestrial Reef Flat",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,3.40359815485785,136.143926194314,63,5.94948498048429e-14,0.742117788233907,0.85973612659657,0.224545365989338,0.0689268251500046,18.7681581398101
"Yasawa","Kuata","Barefoot Manta","KuataNonMPA","Namara","KUA_noMPA_Transect 4",-17.3660347,177.1399643,"Terrestrial Reef Flat",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,1.72036340399936,68.8145361599744,47,4.22575785842871e-12,0.658783758332487,0.825932428574738,0.262513786572245,0.0884228646724143,14.0459071858456
"Yasawa","Kuata","Barefoot Manta","KuataNonMPA","Namara","KUA_noMPA_Transect 5",-17.3660347,177.1399643,"Terrestrial Reef Flat",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,0.632091874191734,25.2836749676694,54,5.55154068214714e-13,0.819054566608359,0.903304952432454,0.310731984022008,0.108791562403436,15.0778603114261
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","CoralGarden","Totoya","Lau_Totoya_BT_Transect 1",-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,"Sediments","Melanesia","non-refugia",0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743,8.83190610048404,353.276244019361,193,1.52394058041358e-15,0.733354740156664,0.922403317952949,0.236104296567878,0.06240548507344,19.4546174946663
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","CoralGarden","Totoya","Lau_Totoya_BT_Transect 2",-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,"Sediments","Melanesia","non-refugia",0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743,4.28575208889312,171.430083555725,98,1.97477929233054e-13,0.61031301940304,0.897307936581762,0.265255371548164,0.0807006124544796,20.5882853141256
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","CoralGarden","Totoya","Lau_Totoya_BT_Transect 3",-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,"Sediments","Melanesia","non-refugia",0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743,17.4021168260776,696.084673043104,262,9.1822387006303e-13,0.613745312923919,0.925203432925517,0.330669678002937,0.114333525745491,19.9485406376291
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","CoralGarden","Totoya","Lau_Totoya_BT_Transect 4",-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,"Sediments","Melanesia","non-refugia",0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743,4.81422713406901,192.56908536276,134,5.5539848907249e-15,0.704097947151706,0.928582871785011,0.211500205534637,0.0544993873377492,17.5645668715247
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","ReefCorner","Totoya","Lau_Totoya_Joe_Transect 1",-18.99945678,-179.8721369,"Back Reef Slope",10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Back Reef Slope",49640,0.063699875,0.571268957,0,0,0,0,0.105828139,"Coastal pop","Melanesia","non-refugia",0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083,7.40243513865628,296.097405546251,184,2.45259963630196e-10,0.645314922998099,0.920527792205988,0.298246586177321,0.106194921644792,19.8085189794554
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","ReefCorner","Totoya","Lau_Totoya_Joe_Transect 2",-18.99945678,-179.8721369,"Back Reef Slope",10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Back Reef Slope",49640,0.063699875,0.571268957,0,0,0,0,0.105828139,"Coastal pop","Melanesia","non-refugia",0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083,2.71364707363044,108.545882945218,150,3.73066384886222e-10,0.60322672186724,0.869250243935567,0.211041858764689,0.0656392422517667,12.5123392632204
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","ReefCorner","Totoya","Lau_Totoya_Joe_Transect 3",-18.99945678,-179.8721369,"Back Reef Slope",10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Back Reef Slope",49640,0.063699875,0.571268957,0,0,0,0,0.105828139,"Coastal pop","Melanesia","non-refugia",0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083,5.56168113092495,222.467245236998,127,4.19356461186567e-10,0.710757850863335,0.935057876028546,0.35043697195763,0.129246487940781,20.4840626150618
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","ReefCorner","Totoya","Lau_Totoya_Joe_Transect 4",-18.99945678,-179.8721369,"Back Reef Slope",10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Back Reef Slope",49640,0.063699875,0.571268957,0,0,0,0,0.105828139,"Coastal pop","Melanesia","non-refugia",0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083,4.49161899536323,179.664759814529,112,1.19177383033443e-10,0.721808751989211,0.91459842856404,0.341195920026188,0.12175103818518,22.4225028170359
"Lau","Totoya","Fijian LMMA/Captain Cook Cruises","ReefCorner","Totoya","Lau_Totoya_Joe_Transect 5",-18.99945678,-179.8721369,"Back Reef Slope",10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Back Reef Slope",49640,0.063699875,0.571268957,0,0,0,0,0.105828139,"Coastal pop","Melanesia","non-refugia",0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083,4.95269690705569,198.107876282228,163,3.79361358078265e-10,0.662141276106864,0.901668858543705,0.306932919066059,0.103086192846216,25.734598864632
"Lau","Vanua Balavu","Fijian LMMA/Captain Cook Cruises","VBBay","Daliconi","Lau_VanuaBalavu_Transect 1",-17.20382191,-178.9734533,"Back Reef Slope",0.4948923,42.277264,12.657234,"Locally Managed Marine Area","Non-Adopter","Part",4.66,"2007","Back Reef Slope",47764,0.013279392,0.663968056,0,0.759029966,0.704097396,0.562544912,0.45048662,"Tourism","Melanesia","refugia",0.000403359,1178.724392,0,34,26.18201828,0.000429278,0.0396,-0.12626,0.23237,0.09724,0.7605,0.07336,1.9517031509021,78.0681260360838,91,4.12460131172496e-11,0.722366778904349,0.895540380590555,0.269230880973867,0.0832234137638908,18.1786918277801
"Lau","Vanua Balavu","Fijian LMMA/Captain Cook Cruises","VBBay","Daliconi","Lau_VanuaBalavu_Transect 2",-17.20382191,-178.9734533,"Back Reef Slope",0.4948923,42.277264,12.657234,"Locally Managed Marine Area","Non-Adopter","Part",4.66,"2007","Back Reef Slope",47764,0.013279392,0.663968056,0,0.759029966,0.704097396,0.562544912,0.45048662,"Tourism","Melanesia","refugia",0.000403359,1178.724392,0,34,26.18201828,0.000429278,0.0396,-0.12626,0.23237,0.09724,0.7605,0.07336,1.88634207711318,75.4536830845272,107,7.65500091814602e-11,0.737397089286936,0.86132844775469,0.222774919514058,0.0685900505316991,13.5313067119796
"VanuaLevu","Savusavu","Bua Provincial Councial/CousteuDive","AliceWonderland","Wailevu","WAI_ALI_Transect 1",-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,"Sediments","Melanesia","refugia",0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734,5.40166645011765,216.066658004706,165,4.47405635141939e-12,0.642639789147311,0.870443525729776,0.195923487835298,0.0489086792496994,16.8558645276292
"VanuaLevu","Savusavu","Bua Provincial Councial/CousteuDive","AliceWonderland","Wailevu","WAI_ALI_Transect 2",-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,"Sediments","Melanesia","refugia",0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734,6.45980613298217,258.392245319287,102,9.19834031032503e-14,0.638487339996705,0.901278072392197,0.227688633405826,0.0660313195157607,18.5324106113033
